"Species2","Sahara","Arabian","Thar","Gobi","Chihuahuan","Great_Basin","Kalahari","Atacama","Patagonian","Great_Australian","Family2","Order2","Avibase.ID2","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle"
"Ploceus luteolus",1,0,0,0,0,0,0,0,0,0,"Ploceidae","Passeriformes","AVIBASE-1373D324",5,2,3,0,4,13.6,8.5,4.7,5.7,16.7,62.6,10.3,53,16.3,43.2,15.1,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Omnivore","Granivore","Insessorial"
"Ploceus manyar",0,1,1,0,0,0,0,0,0,0,"Ploceidae","Passeriformes","AVIBASE-29FF745B",8,0,6,2,8,16.8,11.8,7.1,9.2,20.1,67.8,14.2,53.5,21,43.5,17.4,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Herbivore","Granivore","Insessorial"
"Ploceus melanocephalus",1,0,0,0,0,0,0,0,0,0,"Ploceidae","Passeriformes","AVIBASE-19D053B3",8,4,4,0,4,16.2,10.9,5.8,7.3,20.5,72,13.1,58.9,18.3,46.8,23,"Dunning","NA","NO","NA","NA","Wetland",2,"1","Omnivore","Granivore","Insessorial"
"Ploceus philippinus",0,1,1,0,0,0,0,0,0,0,"Ploceidae","Passeriformes","AVIBASE-03DE2091",13,4,9,0,12,17.9,12.5,7.4,9.4,20.6,70.2,13.1,56.9,18.7,45.9,28.2,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Herbivore","Granivore","Insessorial"
"Ploceus taeniopterus",1,0,0,0,0,0,0,0,0,0,"Ploceidae","Passeriformes","AVIBASE-6A84BDB8",5,2,3,0,4,16.9,11.1,5.9,7.5,20.1,66.8,12.5,53,19,43.8,17.6,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Herbivore","Granivore","Insessorial"
"Ploceus velatus",0,0,0,0,0,0,1,0,0,0,"Ploceidae","Passeriformes","AVIBASE-A36C5049",9,4,5,0,4,16.8,10.7,5.9,7.8,22,76.8,15.6,60.6,20.6,52.4,30.9,"Dunning","NA","NO","NA","NA","Shrubland",3,"1","Herbivore","Omnivore","Insessorial"
"Ploceus vitellinus",1,0,0,0,0,0,0,0,0,0,"Ploceidae","Passeriformes","AVIBASE-FC6C191F",8,4,4,0,4,15.6,10.3,5.5,7.4,18.5,68.2,12.9,55.4,18.8,47.9,20,"Dunning","NA","NO","NA","NA","Shrubland",3,"1","Herbivore","Granivore","Insessorial"
"Pluvialis apricaria",1,1,0,0,0,0,0,0,0,0,"Charadriidae","Charadriiformes","AVIBASE-25A20BA6",5,2,3,0,4,25,14.8,3.7,4.9,38,181.2,104.2,77.2,57.4,70.2,214,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Terrestrial"
"Pluvialis dominica",0,0,0,0,1,1,0,1,1,0,"Charadriidae","Charadriiformes","AVIBASE-2143A852",10,5,4,1,4,26.3,15.6,3.8,5.1,39.9,181.8,109.4,77.2,58.7,65.8,151.5,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Terrestrial"
"Pluvialis fulva",0,1,1,1,0,1,0,0,0,1,"Charadriidae","Charadriiformes","AVIBASE-07C11CF3",5,2,3,0,4,25.2,15.2,4.2,5.2,40.2,159,94.8,65,59.3,58.4,134.9,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Omnivore","Terrestrial"
"Pluvialis squatarola",1,1,0,1,1,1,1,1,0,1,"Charadriidae","Charadriiformes","AVIBASE-27903EF7",9,4,5,0,4,32,19.2,5.1,7,44.5,184.4,110,73.2,60.1,71.4,250,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Aquatic predator","Terrestrial"
"Pluvianellus socialis",0,0,0,0,0,0,0,0,1,0,"Pluvianellidae","Charadriiformes","AVIBASE-FB5103C9",7,3,3,1,6,17.3,11,3,3.4,19.8,135.7,70.8,65.7,51.9,58.4,84.1,"Dunning","NA","NO","NA","NA","Coastal",3,"2","Carnivore","Aquatic predator","Terrestrial"
"Pluvianus aegyptius",1,0,0,0,0,0,0,0,0,0,"Pluvianidae","Charadriiformes","AVIBASE-1B28A4B6",7,4,3,0,4,22.8,12.8,4.7,5.8,34.4,129.9,51.9,80.6,39.2,58,82,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Aquatic predator","Terrestrial"
"Podargus strigoides",0,0,0,0,0,0,0,0,0,1,"Podargidae","Caprimulgiformes","AVIBASE-8500F130",6,2,3,1,4,42.6,22.1,29.3,20.6,28.4,228.8,63,165.8,27.5,172,308,"Dunning","NA","NO","NA","NA","Forest",1,"1","Carnivore","Invertivore","Insessorial"
"Podiceps auritus",0,0,0,1,1,1,0,0,0,0,"Podicipedidae","Podicipediformes","AVIBASE-018B3169",6,2,4,0,4,30.2,15.4,4.7,7.1,42.9,137.8,57.2,78.3,42.2,33.2,453,"Dunning","NA","NO","NA","NA","Wetland",3,"3","Carnivore","Aquatic predator","Aquatic"
"Podiceps cristatus",1,1,1,1,0,0,0,0,0,1,"Podicipedidae","Podicipediformes","AVIBASE-8F269702",11,6,5,0,4,57.5,35.4,6.6,10.6,60.9,183.6,79,105.4,42.9,40.7,731,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Carnivore","Aquatic predator","Aquatic"
"Podiceps gallardoi",0,0,0,0,0,0,0,0,1,0,"Podicipedidae","Podicipediformes","AVIBASE-A17592A3",4,2,2,0,0,23,12.9,5.8,6,46.5,141.4,52.9,88.6,36.8,28.8,575,"Dunning","NA","YES","Tail Length","Podiceps occipitalis","Wetland",3,"1","Carnivore","Aquatic predator","Aquatic"
"Podiceps major",0,0,0,0,0,0,0,0,1,0,"Podicipedidae","Podicipediformes","AVIBASE-EA53492B",5,2,3,0,4,82,61.2,9.2,14.4,67.7,181.4,80,112,41.7,41.2,1646,"Dunning","NA","NO","NA","NA","Wetland",3,"3","Carnivore","Aquatic predator","Aquatic"
"Podiceps nigricollis",1,1,1,1,1,1,1,0,0,0,"Podicipedidae","Podicipediformes","AVIBASE-32DCEC14",5,2,2,1,4,26.2,15.4,5.5,5.9,39.6,127.2,55.1,70.1,44,28,412.4,"Dunning","NA","NO","NA","NA","Wetland",3,"3","Carnivore","Aquatic predator","Aquatic"
"Podiceps occipitalis",0,0,0,0,0,0,0,1,1,0,"Podicipedidae","Podicipediformes","AVIBASE-C0F86DA2",16,5,7,4,8,22.5,11.8,5,5.8,37.6,126.4,45,81.2,35.7,28.8,320.7,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Carnivore","Aquatic predator","Aquatic"
"Podilymbus podiceps",0,0,0,0,1,1,0,0,1,0,"Podicipedidae","Podicipediformes","AVIBASE-9A8E55D0",8,2,2,4,4,28.8,14.1,5.4,10.6,37.1,125.6,41.8,81.1,34,32.6,411.9,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Aquatic predator","Aquatic"
"Podoces hendersoni",0,0,0,1,0,0,0,0,0,0,"Corvidae","Passeriformes","AVIBASE-AF49B4CF",11,2,9,0,4,43.7,32.4,9.9,9.8,41,139.4,30.1,109,21.6,101.3,120.5,"Dunning","NA","NO","NA","NA","Desert",3,"2","Omnivore","Omnivore","Terrestrial"
"Poecile atricapillus",0,0,0,0,0,1,0,0,0,0,"Paridae","Passeriformes","AVIBASE-B1F0CC82",13,5,7,1,7,10.3,7.2,3.7,4,16.8,64.4,12,52.5,18.6,61.7,10.8,"Dunning","NA","NO","NA","NA","Forest",1,"1","Omnivore","Invertivore","Insessorial"
"Poecile carolinensis",0,0,0,0,1,0,0,0,0,0,"Paridae","Passeriformes","AVIBASE-F941AAD3",15,7,6,2,13,8.9,6.6,3.5,3.7,14.8,58.8,11.4,47,19.5,49.6,10,"Dunning","NA","NO","NA","NA","Forest",2,"1","Omnivore","Invertivore","Insessorial"
"Poecile gambeli",0,0,0,0,1,1,0,0,0,0,"Paridae","Passeriformes","AVIBASE-DE0971C1",4,2,2,0,4,11.8,8.9,3.4,3.8,18.1,68.8,13.2,55.5,19.2,59.5,11.2,"Dunning","NA","NO","NA","NA","Forest",1,"1","Omnivore","Invertivore","Insessorial"
"Poecile montanus",0,0,0,1,0,0,0,0,0,0,"Paridae","Passeriformes","AVIBASE-F963401E",25,12,13,0,4,11,7.1,3.4,4,16.2,65.5,11.6,53.9,17.7,59.3,11.1,"Dunning","NA","NO","NA","NA","Forest",1,"1","Omnivore","Invertivore","Insessorial"
"Poecile sclateri",0,0,0,0,1,0,0,0,0,0,"Paridae","Passeriformes","AVIBASE-E0270E9E",4,2,2,0,4,10.8,6.9,3.1,4.1,16.8,67.8,11.8,56,17.4,59.2,10.1,"Dunning","NA","NO","NA","NA","Forest",2,"1","Carnivore","Invertivore","Insessorial"
"Poecile superciliosus",0,0,0,1,0,0,0,0,0,0,"Paridae","Passeriformes","AVIBASE-7C21AB68",4,2,2,0,4,10.6,6.7,3.7,4.2,19.4,63.5,8.6,54.9,13.6,65,10.7,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Carnivore","Invertivore","Insessorial"
"Poephila acuticauda",0,0,0,0,0,0,0,0,0,1,"Estrildidae","Passeriformes","AVIBASE-1C1BB52B",8,3,5,0,4,11.6,8.4,6.4,6.8,14.9,58.9,12.6,45.4,21.8,84.9,14,"Dunning","NA","NO","NA","NA","Grassland",3,"2","Herbivore","Granivore","Generalist"
"Pogoniulus chrysoconus",1,0,0,0,0,0,1,0,0,0,"Lybiidae","Piciformes","AVIBASE-2F467821",11,3,6,2,6,13.5,8.6,5.2,5.1,14.2,57.6,10.3,47.4,17.8,30.2,10.8,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Omnivore","Frugivore","Insessorial"
"Poicephalus meyeri",0,0,0,0,0,0,1,0,0,0,"Psittacidae","Psittaciformes","AVIBASE-0ECD9D58",5,2,3,0,4,25.3,21.2,13.4,23.3,16.1,146.8,59,87.5,40.3,62.2,117.5,"Dunning","NA","NO","NA","NA","Grassland",2,"1","Herbivore","Omnivore","Insessorial"
"Poicephalus senegalus",1,1,0,0,0,0,0,0,0,0,"Psittacidae","Psittaciformes","AVIBASE-D7F9C6B5",7,3,4,0,4,24.5,22.8,14,23.8,17.4,157,62.8,94.2,39.9,67.9,147,"Dunning","NA","NO","NA","NA","Woodland",3,"1","Herbivore","Omnivore","Insessorial"
"Polemaetus bellicosus",1,0,0,0,0,0,1,0,0,0,"Accipitridae","Accipitriformes","AVIBASE-FDA2E4A3",5,2,3,0,4,54.3,34.7,16.8,28.7,112.4,571.6,205.8,374.2,35.5,256,3964.5,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Vertivore","Aerial"
"Polihierax semitorquatus",0,0,0,0,0,0,1,0,0,0,"Falconidae","Falconiformes","AVIBASE-3B52D2B8",5,2,3,0,4,14.5,9.5,7.1,8.9,27.7,115.6,44.5,72.3,38.1,72.4,61.5,"Dunning","NA","NO","NA","NA","Shrubland",3,"1","Carnivore","Vertivore","Insessorial"
"Poliocephalus poliocephalus",0,0,0,0,0,0,0,0,0,1,"Podicipedidae","Podicipediformes","AVIBASE-64866E2A",4,0,1,3,3,24.4,10.8,3.9,6.4,34.5,110,45.2,64.8,41.1,28.3,239.9,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Carnivore","Aquatic predator","Aquatic"
"Polioptila caerulea",0,0,0,0,1,1,0,0,0,0,"Polioptilidae","Passeriformes","AVIBASE-A15C5071",8,3,3,2,7,11.3,7.4,2.8,2.3,15.9,50.8,9.6,40.8,19.1,49.1,5.8,"Dunning","NA","NO","NA","NA","Woodland",2,"3","Carnivore","Invertivore","Insessorial"
"Polioptila dumicola",0,0,0,0,0,0,0,0,1,0,"Polioptilidae","Passeriformes","AVIBASE-B47F0D81",6,3,3,0,4,12.6,7.7,2.6,2.3,18.4,50.2,8.3,42.5,16.3,55.7,7,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Insessorial"
"Polioptila melanura",0,0,0,0,1,0,0,0,0,0,"Polioptilidae","Passeriformes","AVIBASE-C05CE29C",4,2,2,0,4,10.7,6.5,2.5,2.5,16.1,47.8,5.7,42.1,11.9,54.8,5.2,"Dunning","NA","NO","NA","NA","Shrubland",3,"1","Carnivore","Invertivore","Insessorial"
"Polyboroides typus",1,0,0,0,0,0,1,0,0,0,"Accipitridae","Accipitriformes","AVIBASE-C505EA72",9,4,5,0,4,39.1,21.3,10.3,16.6,88.1,443.1,157,285.5,35.4,289.9,633.2,"Dunning","NA","NO","NA","NA","Forest",1,"1","Carnivore","Vertivore","Insessorial"
"Polytelis alexandrae",0,0,0,0,0,0,0,0,0,1,"Psittaculidae","Psittaciformes","AVIBASE-B606EC46",5,2,3,0,4,20.5,15.6,11.1,16.1,19.6,183.6,99.3,82.4,54.6,259.4,103.7,"Dunning","NA","NO","NA","NA","Desert",3,"2","Herbivore","Granivore","Insessorial"
"Polytelis anthopeplus",0,0,0,0,0,0,0,0,0,1,"Psittaculidae","Psittaciformes","AVIBASE-6F2B75C0",4,2,2,0,4,22.9,17.8,11.7,18.3,20,191,99.9,91.1,52.3,209,170,"Dunning","NA","NO","NA","NA","Shrubland",2,"2","Herbivore","Omnivore","Insessorial"
"Polytelis swainsonii",0,1,0,0,0,0,0,0,0,0,"Psittaculidae","Psittaciformes","AVIBASE-CF255B3F",4,2,2,0,4,20.6,15.4,11.1,16.4,18.3,184.2,95,89.2,51.6,211.8,153,"Dunning","NA","NO","NA","NA","Forest",2,"2","Herbivore","Omnivore","Insessorial"
"Pomatostomus ruficeps",0,0,0,0,0,0,0,0,0,1,"Pomatostomidae","Passeriformes","AVIBASE-3931158F",9,5,3,1,4,27.7,17.9,4.1,6.6,28.2,85.9,10.1,75.4,11.7,89.2,57.8,"Dunning","NA","NO","NA","NA","Shrubland",2,"2","Carnivore","Invertivore","Generalist"
"Pomatostomus superciliosus",0,0,0,0,0,0,0,0,0,1,"Pomatostomidae","Passeriformes","AVIBASE-F21DB41D",9,3,6,0,4,28,18.9,4,5.8,26.7,78.1,7.4,71.7,9.4,79.7,41.5,"Dunning","NA","NO","NA","NA","Forest",2,"1","Carnivore","Invertivore","Generalist"
"Pomatostomus temporalis",0,0,0,0,0,0,0,0,0,1,"Pomatostomidae","Passeriformes","AVIBASE-B783AA95",11,6,5,0,4,32.1,20.1,4.4,6.6,32.2,107.6,11.2,91,11,110.2,75,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Generalist"
"Pooecetes gramineus",0,0,0,0,1,1,0,0,0,0,"Passerellidae","Passeriformes","AVIBASE-3647E146",5,2,3,0,4,12,7.7,4.9,6.6,20.1,78.6,18.8,60,23.9,59.6,25.7,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Omnivore","Omnivore","Generalist"
"Porphyrio alleni",1,0,0,0,0,0,0,0,0,0,"Rallidae","Gruiformes","AVIBASE-53288666",5,2,3,0,4,33,14.6,5.2,9.9,49.4,152.6,50.5,96.2,34.5,63.6,138.7,"Dunning","NA","NO","NA","NA","Wetland",2,"3","Herbivore","Herbivore aquatic","Terrestrial"
"Porphyrio martinica",0,0,0,0,1,0,0,1,0,0,"Rallidae","Gruiformes","AVIBASE-72A4F8EB",16,4,8,4,4,30.6,17,6.3,12,56.2,174.4,47,127.6,26.9,72.8,235.1,"Dunning","NA","NO","NA","NA","Wetland",2,"1","Herbivore","Herbivore aquatic","Terrestrial"
"Porphyrio melanotus",0,0,0,0,0,0,0,0,0,1,"Rallidae","Gruiformes","AVIBASE-0E0D8AE7",0,0,0,0,0,56.2,26.2,9.4,21.3,79.9,234.9,69.3,158.3,30.5,85.5,773.9,"Inferred","NA","YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass","Porphyrio porphyrio (sensu lato)","Wetland",2,"1","Herbivore","Herbivore aquatic","Terrestrial"
"Porphyrio porphyrio",1,1,1,0,0,0,0,0,0,0,"Rallidae","Gruiformes","AVIBASE-B6838E0C",0,0,0,0,0,56.2,26.2,9.4,21.3,79.9,234.9,69.3,158.3,30.5,85.5,773.9,"Dunning","NA","YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Porphyrio porphyrio (sensu lato)","Wetland",2,"1","Herbivore","Herbivore aquatic","Terrestrial"
"Prinia flavicans",0,0,0,0,0,0,1,0,0,0,"Cisticolidae","Passeriformes","AVIBASE-10988568",5,3,2,0,4,12.6,7.1,2.4,2.8,19.9,52.6,8,44.7,15.2,65.4,8.7,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Carnivore","Invertivore","Insessorial"
"Prinia flaviventris",0,0,1,0,0,0,0,0,0,0,"Cisticolidae","Passeriformes","AVIBASE-3673189E",5,2,2,1,4,14,9.5,2.9,2.6,20.9,45.4,5.3,39.6,11.9,62.6,7,"Dunning","NA","NO","NA","NA","Shrubland",3,"1","Carnivore","Invertivore","Insessorial"
"Prinia gracilis",1,1,0,0,0,0,0,0,0,0,"Cisticolidae","Passeriformes","AVIBASE-F8885790",5,2,3,0,5,11.9,6.4,2.1,2.2,16.9,45,4.7,40.3,10.4,59.4,7.1,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Carnivore","Invertivore","Insessorial"
"Prinia hodgsonii",0,0,1,0,0,0,0,0,0,0,"Cisticolidae","Passeriformes","AVIBASE-C29B19D7",5,2,3,0,4,11.9,6.2,2.2,2.3,18.1,45.5,4.8,40.5,10.7,46.6,6.4,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Carnivore","Invertivore","Insessorial"
"Prinia lepida",0,1,1,0,0,0,0,0,0,0,"Cisticolidae","Passeriformes","AVIBASE-912E8922",0,0,0,0,0,11.9,6.4,2.1,2.2,16.9,45,4.7,40.3,10.4,59.4,7.1,"Inferred","NA","YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass","Prinia gracilis","Shrubland",2,"1","Carnivore","Invertivore","Insessorial"
"Prinia maculosa",0,0,0,0,0,0,1,0,0,0,"Cisticolidae","Passeriformes","AVIBASE-4CDA27A3",5,2,3,0,4,12.1,6.5,2.2,2.5,21.1,51.6,5.9,45.6,11.6,68.6,9,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Carnivore","Invertivore","Insessorial"
"Prinia socialis",0,0,1,0,0,0,0,0,0,0,"Cisticolidae","Passeriformes","AVIBASE-0E6F19BB",5,2,3,0,4,13.1,7.4,2.2,2.4,19.6,49.6,5.1,44.2,10.3,63,8,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Invertivore","Insessorial"
"Prinia subflava",1,0,0,0,0,0,0,0,0,0,"Cisticolidae","Passeriformes","AVIBASE-63F72CA7",21,7,9,5,10,13.9,7.6,2.9,3,19.6,50.1,6.4,43.6,12.7,51.9,8.6,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Carnivore","Invertivore","Insessorial"
"Prionops plumatus",1,0,0,0,0,0,1,0,0,0,"Vangidae","Passeriformes","AVIBASE-3996ECD0",38,5,4,29,32,20.9,12.6,5.1,5.8,22.5,107.8,17.3,90.5,16.1,88.5,33.8,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Insessorial"
"Progne chalybea",0,0,0,0,0,0,0,1,1,0,"Hirundinidae","Passeriformes","AVIBASE-ECA64B18",14,4,5,5,4,15.3,7.8,5.6,4.5,13.5,130.6,69.2,57.3,54.8,66.4,50,"Updated_literature","BoW","NO","NA","NA","Shrubland",2,"1","Carnivore","Invertivore","Aerial"
"Progne elegans",0,0,0,0,0,0,0,1,1,0,"Hirundinidae","Passeriformes","AVIBASE-AF527712",8,3,4,1,4,16.6,8,5.2,4.5,14.3,141.9,71.1,70.8,50.1,79.2,50.6,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Aerial"
"Progne murphyi",0,0,0,0,0,0,0,1,0,0,"Hirundinidae","Passeriformes","AVIBASE-D6494239",2,1,1,0,2,15.1,7.3,4.9,3.5,13.1,132,73.5,58.5,55.7,67,41.4,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Invertivore","Aerial"
"Progne subis",0,0,0,0,1,1,0,0,0,0,"Hirundinidae","Passeriformes","AVIBASE-ACB9D1C6",9,4,5,0,4,16.8,9.4,5.9,4.8,15,147.2,76.6,70.7,52,72.4,53.8,"Dunning","NA","NO","NA","NA","Forest",2,"1","Carnivore","Invertivore","Aerial"
"Progne tapera",0,0,0,0,0,0,0,1,1,0,"Hirundinidae","Passeriformes","AVIBASE-9BC43968",13,5,7,1,4,15.8,8.1,6,4.5,13.2,128.3,63.4,65.2,49.3,62.7,32,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Invertivore","Aerial"
"Protonotaria citrea",0,0,0,0,1,1,0,0,0,0,"Parulidae","Passeriformes","AVIBASE-4D08EE7E",15,7,8,0,4,17.1,10.8,3.8,3.9,18.3,68.9,20.9,48.9,30,42.7,14.3,"Dunning","NA","NO","NA","NA","Forest",1,"3","Carnivore","Invertivore","Insessorial"
"Prunella atrogularis",0,0,0,1,0,0,0,0,0,0,"Prunellidae","Passeriformes","AVIBASE-C68A31C1",4,2,2,0,4,12.9,6.8,3.4,3.5,19.2,73.6,19.1,54.5,26,66.5,18.5,"Dunning","NA","NO","NA","NA","Shrubland",2,"3","Carnivore","Invertivore","Terrestrial"
"Prunella collaris",1,0,0,1,0,0,0,0,0,0,"Prunellidae","Passeriformes","AVIBASE-A783468F",13,4,5,4,4,16.7,9,4.3,4.2,23.6,100,28.1,72.3,28,63.8,38.6,"Dunning","NA","NO","NA","NA","Grassland",3,"2","Carnivore","Invertivore","Terrestrial"
"Prunella fulvescens",0,0,0,1,0,0,0,0,0,0,"Prunellidae","Passeriformes","AVIBASE-AEBE407C",5,2,3,0,4,14.3,7.9,3.9,3.9,20.2,75.1,15.5,60.1,20.5,67.2,18.9,"Dunning","NA","NO","NA","NA","Shrubland",3,"2","Omnivore","Invertivore","Terrestrial"
"Prunella koslowi",0,0,0,1,0,0,0,0,0,0,"Prunellidae","Passeriformes","AVIBASE-38790757",5,2,3,0,5,11.3,7.6,3.6,3.4,19.4,70.8,15.6,55.2,22,64.8,17.5,"Dunning","NA","NO","NA","NA","Shrubland",2,"2","Omnivore","Invertivore","Terrestrial"
"Prunella montanella",0,0,0,1,0,0,0,0,0,0,"Prunellidae","Passeriformes","AVIBASE-D3220040",5,2,3,0,4,12.9,7.4,3.5,3.4,18.9,72.1,17.5,54.1,24.4,66.4,17,"Dunning","NA","NO","NA","NA","Forest",2,"3","Carnivore","Invertivore","Terrestrial"
"Prunella ocularis",0,1,0,0,0,0,0,0,0,0,"Prunellidae","Passeriformes","AVIBASE-E48FE505",5,3,2,0,4,12.9,7.4,3.4,3.7,20.1,73.4,15.1,58.6,20.5,66.2,22.5,"Dunning","NA","NO","NA","NA","Rock",3,"2","Omnivore","Omnivore","Terrestrial"
"Prunella rubeculoides",0,0,0,1,0,0,0,0,0,0,"Prunellidae","Passeriformes","AVIBASE-0158561B",5,2,3,0,4,13.8,7.6,3.4,4.2,22.9,76.8,12.6,63.9,16.4,65.8,23.9,"Dunning","NA","NO","NA","NA","Shrubland",2,"2","Omnivore","Omnivore","Terrestrial"
"Prunella strophiata",0,0,0,1,0,0,0,0,0,0,"Prunellidae","Passeriformes","AVIBASE-68193296",5,2,3,0,4,13.1,7,3.9,3.8,19.6,63.1,10.2,52.2,16.3,57.4,18.1,"Dunning","NA","NO","NA","NA","Forest",2,"2","Omnivore","Invertivore","Terrestrial"
"Psaltriparus minimus",0,0,0,0,1,1,0,0,0,0,"Aegithalidae","Passeriformes","AVIBASE-AE37ED4D",4,2,2,0,4,7.8,4.6,2.4,3.4,15.7,45.2,8.8,36.5,19.4,52.2,5.3,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Insessorial"
"Psephotus haematonotus",0,0,0,0,0,0,0,0,0,1,"Psittaculidae","Psittaciformes","AVIBASE-D50BD34B",5,0,5,0,4,15.5,12.1,8.2,14,15.8,128.6,56.9,71.1,44.5,151,61.4,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Herbivore","Granivore","Terrestrial"
"Psephotus varius",0,0,0,0,0,0,0,0,0,1,"Psittaculidae","Psittaciformes","AVIBASE-E3EDF6CC",4,2,2,0,4,15.3,11.6,8.8,14.1,16.5,134,56.4,77.6,42.1,158.3,61.5,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Herbivore","Granivore","Generalist"
"Pseudibis papillosa",0,0,1,0,0,0,0,0,0,0,"Threskiornithidae","Pelecaniformes","AVIBASE-2B954EC3",5,2,3,0,4,141.8,124.3,14.1,19,71.2,380.6,139.4,241.8,36.5,199.2,823,"Updated_literature","Dunning (2021)","NO","NA","NA","Grassland",3,"1","Carnivore","Omnivore","Terrestrial"
"Pseudocolopteryx citreola",0,0,0,0,0,0,0,0,1,0,"Tyrannidae","Passeriformes","AVIBASE-74F4A6E7",3,0,1,2,3,14.8,8.1,3.3,3,18.8,49.3,8.9,40.3,18.1,49.2,7.5,"DataFromSplit","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Invertivore","Insessorial"
"Pseudopodoces humilis",0,0,0,1,0,0,0,0,0,0,"Paridae","Passeriformes","AVIBASE-BDA1AC35",6,3,3,0,4,24.9,18.3,5,6,28.4,88.6,13.2,73.5,15.2,63.3,45.4,"Dunning","NA","NO","NA","NA","Rock",3,"2","Carnivore","Invertivore","Terrestrial"
"Pseudoseisura gutturalis",0,0,0,0,0,0,0,0,1,0,"Furnariidae","Passeriformes","AVIBASE-07FFE945",8,3,5,0,4,25.9,19.5,5.4,7.6,33.5,102.3,18.3,84,17.9,90.8,70.4,"Dunning","NA","NO","NA","NA","Shrubland",3,"1","Carnivore","Invertivore","Terrestrial"
"Pseudoseisura lophotes",0,0,0,0,0,0,0,0,1,0,"Furnariidae","Passeriformes","AVIBASE-68D2CBF4",8,4,3,1,4,24.6,17.7,5.3,7.1,33.5,118.5,18.4,100.1,15.6,106.5,72.2,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Terrestrial"
"Psilopogon haemacephalus",0,0,1,0,0,0,0,0,0,0,"Megalaimidae","Piciformes","AVIBASE-2B7AC50E",11,4,5,2,8,18.6,14.8,9.3,9.4,19.2,80.6,19.8,59.3,25.1,36.1,44.5,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Omnivore","Frugivore","Insessorial"
"Psilopogon zeylanicus",0,0,1,0,0,0,0,0,0,0,"Megalaimidae","Piciformes","AVIBASE-15471F21",5,2,3,0,4,32.7,25.5,12.2,14.5,28.5,108.8,19.8,90,18,65,119,"Dunning","NA","NO","NA","NA","Forest",1,"1","Herbivore","Frugivore","Insessorial"
"Psilopsiagon aurifrons",0,0,0,0,0,0,0,1,0,0,"Psittacidae","Psittaciformes","AVIBASE-AE9BD88B",5,3,2,0,4,13.5,11.2,8,13.9,12.4,92.4,40.8,52,44,78.6,33.6,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Herbivore","Omnivore","Generalist"
